0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
35.807,60.232,9.672,9.144,32.243,41.271,29.167,10.064,49.911,26.366,68.142,72.924,23.839,59.457,41.456,32.558,20.413,64.694,24.985,43.613,0.0,40.037,30.14,53.519,67.168,24.164,54.377,44.591,28.053,9.857,66.121,41.51,70.811,56.78,62.36,14.91,23.567,14.584,50.12,33.926,53.445,69.848,27.732,64.406,67.261,23.81,34.13,51.187,52.333,37.239,3.577,40.789,35.068,63.018,24.527,69.27,28.107,39.299,16.65,19.86,12.694,38.683,3.176,32.883,35.183,42.913,28.84,65.831,43.343,49.272,29.651,35.232,42.351,56.85,20.791,15.263,41.758,37.268,38.592,13.114,1.78,25.271,52.282,41.811,20.782,48.672,23.222,44.947,24.921,67.917,54.68,54.18,16.406,67.823,19.607,13.31,42.397,58.347,62.366,43.784
22.977,32.579,45.951,38.315,28.185,37.236,10.87,32.142,62.69,56.929,50.519,32.887,16.198,19.42,34.455,22.77,19.624,54.026,15.052,23.975,40.037,0.0,23.079,27.059,27.131,15.873,58.435,54.937,23.995,49.894,33.06,45.568,30.774,60.838,55.146,54.947,62.697,25.453,54.178,39.494,57.503,29.811,31.79,25.018,27.224,59.655,30.072,55.245,56.391,25.749,36.46,28.559,17.578,54.599,35.83,45.413,32.165,30.83,56.687,59.897,27.343,27.129,43.213,7.154,4.854,46.971,51.267,25.794,47.401,9.235,10.386,25.996,38.293,26.189,60.828,41.151,47.786,22.451,38.371,52.551,41.817,14.766,57.344,7.148,24.84,11.762,16.815,34.102,28.979,37.024,58.738,58.238,36.542,27.786,56.956,26.727,46.455,57.497,22.329,47.842
5.667,55.658,36.054,28.418,51.264,14.157,21.977,22.245,52.793,47.032,38.002,42.784,32.319,29.317,11.376,45.849,16.723,34.554,11.525,47.054,30.14,23.079,0.0,50.138,37.028,25.478,35.356,45.04,47.074,39.997,56.139,22.489,40.671,37.759,32.22,45.05,52.8,15.556,31.099,52.947,34.424,39.708,19.161,34.266,37.121,49.758,53.151,32.166,33.312,48.828,26.563,51.638,5.501,32.878,43.548,39.13,16.851,9.159,46.79,50.0,31.175,50.208,33.316,18.694,23.712,23.892,47.861,46.445,24.322,19.132,24.744,5.092,61.372,26.71,50.931,34.284,60.779,7.128,57.613,42.654,31.92,26.386,47.447,15.931,13.772,18.532,29.662,14.807,7.746,60.103,39.913,45.446,26.645,37.683,47.059,26.222,23.376,34.418,32.226,37.053
50.036,6.713,59.433,51.797,32.606,64.295,28.161,45.624,81.028,70.411,77.578,54.737,29.68,35.968,61.514,20.961,33.415,81.085,38.613,9.906,53.519,27.059,50.138,0.0,18.257,29.355,85.494,75.708,28.133,63.376,12.602,72.627,19.46,87.897,82.205,68.429,76.179,44.45,81.237,52.976,84.562,52.23,58.849,52.077,51.195,73.137,37.298,82.304,83.45,16.28,49.942,12.73,44.637,81.658,49.312,72.472,59.224,57.889,70.169,73.379,40.825,14.836,56.695,31.444,26.426,74.03,64.749,12.312,74.46,32.172,25.394,53.055,26.39,53.248,74.31,54.633,61.268,49.51,51.853,66.033,55.299,28.248,83.399,34.207,51.899,38.821,30.297,61.161,56.038,14.398,85.797,85.297,50.024,45.841,70.438,40.209,73.514,84.556,26.766,74.901
31.779,23.777,73.082,65.446,46.255,46.038,38.001,59.273,89.821,84.06,59.321,36.48,43.329,17.711,43.257,34.61,46.755,62.828,42.183,23.555,67.168,27.131,37.028,18.257,0.0,43.004,67.237,82.068,41.782,77.025,24.258,54.37,3.643,69.64,63.948,82.078,89.828,52.584,62.98,66.625,66.305,33.973,56.189,33.82,32.938,86.786,50.947,64.047,65.193,29.929,63.591,26.379,32.1,63.401,62.961,54.215,53.879,39.632,83.818,87.028,54.474,28.485,70.344,34.285,31.985,55.773,78.398,14.564,56.203,17.896,37.517,34.798,40.039,34.991,87.959,68.282,74.917,31.253,65.502,79.682,68.948,41.897,84.475,25.357,50.8,20.564,43.946,42.904,44.774,28.222,76.941,82.474,63.673,27.584,84.087,53.858,55.257,66.299,8.509,74.081
25.376,36.068,30.078,22.442,25.786,39.635,5.003,16.521,56.368,41.056,52.918,48.76,6.841,35.293,36.854,20.371,8.755,56.425,13.953,21.576,24.164,15.873,25.478,29.355,43.004,0.0,60.834,51.048,21.596,34.021,41.957,47.967,46.647,63.237,57.545,39.074,46.824,19.79,56.577,27.469,59.902,45.684,34.189,40.242,43.097,43.782,27.673,57.644,58.79,23.35,20.587,26.16,19.977,56.998,19.957,47.812,34.564,33.229,40.814,44.024,11.47,24.73,27.34,8.719,11.019,49.37,35.394,41.667,49.8,25.108,5.487,28.395,35.894,32.686,44.955,25.278,35.301,24.85,32.135,36.678,25.944,1.107,58.739,17.647,27.239,24.508,4.184,36.501,31.378,43.753,61.137,60.637,22.863,43.659,41.083,10.854,48.854,59.896,38.202,50.241
35.458,91.014,46.416,63.521,86.62,21.199,57.333,44.313,63.155,57.394,27.64,32.422,67.675,49.526,23.98,81.205,52.079,24.192,46.881,82.41,54.377,58.435,35.356,85.494,67.237,60.834,0.0,55.402,82.43,50.359,91.495,17.574,66.034,7.077,21.858,55.412,77.944,41.044,8.388,88.303,2.887,33.264,29.523,33.417,34.299,78.187,88.507,6.05,37.962,84.184,56.215,86.994,40.857,22.516,78.904,28.768,27.213,27.605,57.152,61.823,66.531,85.564,57.14,54.05,59.068,11.464,83.217,81.801,11.034,53.322,60.1,32.439,96.728,32.246,61.293,69.64,96.135,35.984,92.969,67.491,53.004,61.742,57.809,51.287,33.595,46.673,65.018,24.333,29.456,95.459,50.275,55.808,37.971,39.653,57.421,61.578,11.98,17.845,58.728,47.415
50.707,81.228,34.919,53.735,76.834,56.171,47.547,34.527,7.753,18.225,83.042,87.824,57.889,74.357,56.356,71.419,42.293,79.594,39.885,72.624,44.591,54.937,45.04,75.708,82.068,51.048,55.402,0.0,72.644,38.288,81.709,37.828,85.711,62.479,77.26,36.678,68.158,31.258,63.79,78.517,58.289,84.748,25.879,79.306,82.161,68.401,78.721,49.352,17.44,74.398,46.429,77.208,49.968,77.918,69.118,84.17,28.189,54.199,39.175,52.037,56.745,75.778,47.354,47.783,50.083,47.168,73.431,80.731,45.15,64.172,50.314,50.132,86.942,71.75,50.265,59.854,86.349,52.168,83.183,57.705,43.218,51.956,7.691,56.711,31.268,63.572,55.232,59.847,37.294,85.673,10.089,9.589,28.185,82.723,24.984,51.792,55.191,73.247,77.266,7.987
46.972,34.846,37.725,23.664,4.473,61.231,25.097,38.117,77.964,54.419,74.514,51.673,14.755,34.071,58.45,7.172,30.351,78.021,35.549,18.227,28.053,23.995,47.074,28.133,41.782,21.596,82.43,72.644,0.0,35.243,40.735,69.563,45.425,84.833,79.141,40.296,48.046,41.386,78.173,24.843,81.498,49.166,55.785,49.013,48.131,45.004,9.165,79.24,80.386,11.853,26.215,15.403,41.573,78.594,21.179,69.408,56.16,54.825,42.036,45.246,15.899,13.297,28.562,28.38,23.362,70.966,36.616,40.445,71.396,29.108,22.33,49.991,14.298,50.184,46.177,26.5,33.135,46.446,23.72,37.9,29.426,20.688,80.335,31.143,48.835,35.757,17.412,58.097,52.974,42.531,82.733,82.233,44.459,42.777,47.66,20.852,70.45,81.492,36.98,71.837
45.664,70.089,3.943,15.447,38.546,51.128,39.024,17.752,43.608,20.063,77.999,82.781,33.696,69.314,51.313,42.415,30.27,74.551,34.842,53.47,9.857,49.894,39.997,63.376,77.025,34.021,50.359,38.288,35.243,0.0,75.978,35.207,80.668,57.436,72.217,5.053,29.87,24.441,58.747,40.229,53.246,79.705,21.429,74.263,77.118,30.113,40.433,44.884,46.03,47.096,13.434,50.646,44.925,72.875,30.83,79.127,23.146,49.156,6.793,13.749,22.551,48.54,9.066,42.74,45.04,42.125,35.143,75.688,40.107,59.129,39.508,45.089,48.654,66.707,11.977,21.566,48.061,47.125,44.895,19.417,8.077,35.128,45.979,51.668,26.225,58.529,33.079,54.804,32.251,77.774,48.377,47.877,13.352,77.68,13.304,23.167,50.148,68.204,72.223,37.481
56.037,5.889,72.035,64.399,45.208,70.296,36.954,58.226,88.774,83.013,83.579,60.738,42.282,41.969,67.515,33.563,45.708,87.086,44.614,22.508,66.121,33.06,56.139,12.602,24.258,41.957,91.495,81.709,40.735,75.978,0.0,78.628,25.461,93.898,88.206,81.031,88.781,51.537,87.238,65.578,90.563,58.231,64.85,58.078,57.196,85.739,49.9,88.305,89.451,28.882,62.544,25.332,50.638,87.659,61.914,78.473,65.225,63.89,82.771,85.981,53.427,27.438,69.297,37.445,32.427,80.031,77.351,9.694,80.461,38.173,36.47,59.056,38.992,59.249,86.912,67.235,73.87,55.511,64.455,78.635,67.901,40.85,89.4,40.208,57.9,44.822,42.899,67.162,62.039,3.964,91.798,91.298,62.626,51.842,83.04,52.811,79.515,90.557,32.767,80.902
22.591,78.147,31.838,50.654,73.753,18.343,44.466,31.446,45.581,39.82,45.214,49.996,54.808,36.659,18.528,68.338,39.212,41.766,34.014,69.543,41.51,45.568,22.489,72.627,54.37,47.967,17.574,37.828,69.563,35.207,78.628,0.0,53.167,24.651,39.432,37.838,65.077,28.177,25.962,75.436,20.461,46.92,13.778,41.478,44.333,65.32,75.64,11.524,20.388,71.317,43.348,74.127,27.99,40.09,66.037,46.342,13.403,16.371,39.578,48.956,53.664,72.697,44.273,41.183,46.201,9.34,70.35,68.934,7.322,40.455,47.233,19.572,83.861,33.922,47.184,56.773,83.268,23.117,80.102,54.624,40.137,48.875,40.235,38.42,20.728,33.806,52.151,22.019,16.589,82.592,32.701,38.234,25.104,44.895,39.847,48.711,17.363,35.419,45.861,29.841
35.004,24.98,76.725,69.089,49.898,44.835,41.644,62.916,93.464,87.703,58.118,35.277,46.972,16.508,42.054,38.253,50.398,61.625,45.826,27.198,70.811,30.774,40.671,19.46,3.643,46.647,66.034,85.711,45.425,80.668,25.461,53.167,0.0,68.437,62.745,85.721,93.471,56.227,61.777,70.268,65.102,32.77,59.832,32.617,31.735,90.429,54.59,62.844,68.271,33.572,67.234,30.022,35.743,62.198,66.604,53.012,57.522,38.429,87.461,90.671,58.117,32.128,73.987,37.928,35.628,54.57,82.041,15.767,55.0,21.539,41.16,35.579,43.682,33.788,91.602,71.925,78.56,33.543,69.145,83.325,72.591,45.54,88.118,29.0,54.443,22.139,47.589,41.701,48.417,29.425,80.584,86.117,67.316,26.381,87.73,57.501,54.054,65.096,8.445,77.724
